report_date,report_begin_date,report_end_date,year,month,commodity,group,region,price_min,price_max,price_Unit,report_narrative,commodity_narrative

The DMN monthly average of the range price series for Upper Midwest Class II cream during November was $3.6111, compared to $4.4488 in October. 

Price Range - Class III Milk; $/CWT; Spot Basis:    -  4.00 - 1.00
Trade Activity: Active"
12/04/2023,12/04/2023,12/08/2023,2023,12,Cream,Class II,Midwest,3.172,3.276,Dollars per Pound,,"In a typical week, cream and fluid markets generally parallel one another. Cream availability increases, as does fluid milk availability, or the opposite. Recent trends, though, have eschewed the norm. Cream availability slightly ticked lower, as multiples increased. During the same week, fluid milk volumes for spot market usage increased, evidenced by decreasing prices at the cheese plant intake level. Class I milk intakes were steady. Despite school breaks upcoming, which are expected and planned for ahead of time, bottlers' foci have been set on retail bottling, which has kept a good amount of milk from processing end uses. That said, cheesemakers reported more under-Class pricing this week than during the Thanksgiving holiday week. Spot milk prices were reported as low as $4-under Class III. Still, there were some early week spot prices reported at the $1-over Class price. Milk output, and particularly component levels have benefited during the generally mild fall. Despite there being snow on the ground in areas of the Upper Midwest at report time, 50 degree temperatures this coming weekend are likely to change the wintry landscape. Also, the number of herds continues to shrink in the Upper Midwest due to strong beef markets and volatile farmgate milk check amounts. All said, there are more questions than answers when it comes to what early 2024 will bring regarding fluid milk output and availability. Condensed skim availability has been somewhat open. Handlers, though, say that recent demand from processors is strengthening. Cream is not tight, but it is continuing to slowly firm following the holiday-related onslaught of availability. Butter maker contacts are continuing to micro-fix, as well as churn, and have been hesitant to bid on ""too much"" cream. They do say, however, that as the end-of-year holidays approach, they expect cream orders and, naturally, churning rates to push higher as they get ahead of spring holiday demand-required inventories. Cream handlers report that butter and cream cheese end users are somewhat active on the spot market, while ice cream manufacturing is the sole holdout when it comes to busier activity. 

The DMN monthly average of the range price series for Upper Midwest Class II cream during November was $3.6111, compared to $4.4488 in October. 

Price Range - Class III Milk; $/CWT; Spot Basis:    -  4.00 - 1.00
Trade Activity: Active"
12/11/2023,12/11/2023,12/15/2023,2023,12,Cream,Class II,Midwest,1.22,1.26,Factor Pricing,,"Milk outputs are increasing week over week in the Central region. Ideal weather patterns for cow comfort have boded well for milk production at the farm level. Contacts continue to note feed quality remains high, which has contributed to strong components. The National Agricultural Statistics Service shared that winter wheat conditions are mostly good in the Dakotas, and while corn harvests are slightly behind last year, they are ahead of the 5-year average. Cream supplies are noted to be looser from butter processors, but inventories continue to be tempered by steady micro-fixing schedules. Class III processors share the same spot milk load prices as last week, ranging from $4 under to $1 over Class. Contacts share loads of milk are expected to get lower than the $4 under Class mark before end of year holidays. Condensed skim availability is steady to stronger, and contacts note bottling orders are stronger over recent weeks despite upcoming holiday school closures. 

Price Range - Class III Milk; $/CWT; Spot Basis:   - 4.00 - 1.00
Trade Activity: Moderate"
12/11/2023,12/11/2023,12/15/2023,2023,12,Cream,Class II,Midwest,3.2605,3.3674,Dollars per Pound,,"Milk outputs are increasing week over week in the Central region. Ideal weather patterns for cow comfort have boded well for milk production at the farm level. Contacts continue to note feed quality remains high, which has contributed to strong components. The National Agricultural Statistics Service shared that winter wheat conditions are mostly good in the Dakotas, and while corn harvests are slightly behind last year, they are ahead of the 5-year average. Cream supplies are noted to be looser from butter processors, but inventories continue to be tempered by steady micro-fixing schedules. Class III processors share the same spot milk load prices as last week, ranging from $4 under to $1 over Class. Contacts share loads of milk are expected to get lower than the $4 under Class mark before end of year holidays. Condensed skim availability is steady to stronger, and contacts note bottling orders are stronger over recent weeks despite upcoming holiday school closures. 

Price Range - Class III Milk; $/CWT; Spot Basis:   - 4.00 - 1.00
Trade Activity: Moderate"
12/18/2023,12/18/2023,12/22/2023,2023,12,Cream,Class II,Midwest,2.6468,2.6968,Dollars per Pound,,"Fluid milk growth continues to be reported in the region. Late fall weather has been somewhat mild, although wetter, in the Upper Midwest. Feed quality/quantities have reportedly been seasonally hearty. Steady improvements in milkfat contents continue to be reported by farmers sharing information from their monthly reports. Class I intakes have slowed down. Retailers' holiday orders have been fulfilled by this week, while food service orders have lagged due to mid-year vacations at school districts. More milk is making its way into other channels, namely Class III plants. Cheesemakers reported spot prices as low as $5-under Class, while some early week trades remained in last week's range at $.25-over Class III. Milk handlers say the next two weeks will be somewhat hectic in trying to secure destinations with consecutive Monday holidays ahead. Cream handlers are in the same boat. They say butter churning is busier, as butter plant staff are taking advantage of holiday level cream values, while adding to their spring-demand cold storage capacities. All said, milk and cream are more in line this week, as both are widely available. 

Price Range - Class III Milk; $/CWT; Spot Basis:   - 5.00 - .25
Trade Activity: Active

NOTICE: The U.S. Department of Agriculture (USDA) is seeking nominations from fluid milk processors and other interested parties for candidates to serve on the National Fluid Milk Processor Promotion Board. The deadline for nominations is Jan. 12, 2024. USDA will accept nominations for board representation in six geographic regions and two at-large positions. Nominees for the regional positions and one of the at-large positions must be active owners or employees of a fluid milk processor. The other at-large position may be an active owner or employee of a fluid milk processor or a member of the general public. To nominate individuals, a copy of the nomination form and a signed background form must be submitted for each nominee by Jan. 12, 2024. Nomination forms and information are available on the Agricultural Marketing Service (AMS) Fluid Milk Processor Promotion Board webpage. For more information, please review the Notice to Trade at: https://www.ams.usda.gov/content/usda-seeks-nominees-national-fluid-milk-processor-promotion-board-4."
12/18/2023,12/18/2023,12/22/2023,2023,12,Cream,Class II,Midwest,1.06,1.08,Factor Pricing,,"Fluid milk growth continues to be reported in the region. Late fall weather has been somewhat mild, although wetter, in the Upper Midwest. Feed quality/quantities have reportedly been seasonally hearty. Steady improvements in milkfat contents continue to be reported by farmers sharing information from their monthly reports. Class I intakes have slowed down. Retailers' holiday orders have been fulfilled by this week, while food service orders have lagged due to mid-year vacations at school districts. More milk is making its way into other channels, namely Class III plants. Cheesemakers reported spot prices as low as $5-under Class, while some early week trades remained in last week's range at $.25-over Class III. Milk handlers say the next two weeks will be somewhat hectic in trying to secure destinations with consecutive Monday holidays ahead. Cream handlers are in the same boat. They say butter churning is busier, as butter plant staff are taking advantage of holiday level cream values, while adding to their spring-demand cold storage capacities. All said, milk and cream are more in line this week, as both are widely available. 

Price Range - Class III Milk; $/CWT; Spot Basis:   - 5.00 - .25
Trade Activity: Active

NOTICE: The U.S. Department of Agriculture (USDA) is seeking nominations from fluid milk processors and other interested parties for candidates to serve on the National Fluid Milk Processor Promotion Board. The deadline for nominations is Jan. 12, 2024. USDA will accept nominations for board representation in six geographic regions and two at-large positions. Nominees for the regional positions and one of the at-large positions must be active owners or employees of a fluid milk processor. The other at-large position may be an active owner or employee of a fluid milk processor or a member of the general public. To nominate individuals, a copy of the nomination form and a signed background form must be submitted for each nominee by Jan. 12, 2024. Nomination forms and information are available on the Agricultural Marketing Service (AMS) Fluid Milk Processor Promotion Board webpage. For more information, please review the Notice to Trade at: https://www.ams.usda.gov/content/usda-seeks-nominees-national-fluid-milk-processor-promotion-board-4."
12/25/2023,12/25/2023,12/29/2023,2023,12,Cream,Class II,Midwest,2.5795,2.7343,Dollars per Pound,,"Fluid milk and cream handlers are under strong pressure to find destinations for their trucks. Holiday production schedules throughout the Classes have been light, and in some cases lighter than expected. Some manufacturing plant managers are allotting four-day weekends. Bottling orders shifted lower earlier than some expected last week, and spot milk prices and cream multiples this week are evidence of an abundance of milk and plant schedule downtime. Cheesemakers are taking on spot milk loads as low as $8-under Class III and the highest reported price was $2-under Class. Last year's prices during week 52 ranged from $10- to $3-under Class. Condensed skim availability is noted as ample. Contacts say a portion of skim solids is also moving into Class III plants for fortification. Cream is readily available for all uses. Class II and III manufacturers are quiet for the season. Butter makers in the Midwest reportedly have cream trucks lined up at the plants, as spot cream multiples ranged as low as .5, pushing prices lower. Early-week spot cream multiples were at and around 1.00. 

Price Range - Class III Milk; $/CWT; Spot Basis:   - 8.00 - - 2.00
Trade Activity: Moderate"
12/25/2023,12/25/2023,12/29/2023,2023,12,Cream,Class II,Midwest,1,1.06,Factor Pricing,,"Fluid milk and cream handlers are under strong pressure to find destinations for their trucks. Holiday production schedules throughout the Classes have been light, and in some cases lighter than expected. Some manufacturing plant managers are allotting four-day weekends. Bottling orders shifted lower earlier than some expected last week, and spot milk prices and cream multiples this week are evidence of an abundance of milk and plant schedule downtime. Cheesemakers are taking on spot milk loads as low as $8-under Class III and the highest reported price was $2-under Class. Last year's prices during week 52 ranged from $10- to $3-under Class. Condensed skim availability is noted as ample. Contacts say a portion of skim solids is also moving into Class III plants for fortification. Cream is readily available for all uses. Class II and III manufacturers are quiet for the season. Butter makers in the Midwest reportedly have cream trucks lined up at the plants, as spot cream multiples ranged as low as .5, pushing prices lower. Early-week spot cream multiples were at and around 1.00. 

Price Range - Class III Milk; $/CWT; Spot Basis:   - 8.00 - - 2.00
Trade Activity: Moderate"
01/01/2024,01/01/2024,01/05/2024,2024,1,Cream,Class II,Midwest,2.8848,3.0421,Dollars per Pound,,"Midwestern and Northern Plains contacts say the recently mild winter weather has created hearty milk and component output at the farm level. Adequate feedstuffs, moderate precipitation and generally comfortable weather have combined to bring on bolstered monthly reports from dairy farms, particularly regarding milkfat component levels. Winter, though, is about to make itself known. Forecasted temperatures over the coming weekend and into next week have some negative signs attached in the Dakotas, and single-digit lows in parts of the Upper Midwest and into Iowa and Kansas. Bottling orders have grown. Milk handlers note that the first week of the year is typically busier for Class I orders, while the second week tends to slump. Spot milk remains widely available, but last year's stretch of $10-under Class III spot milk prices in the Midwest is not expected to repeat itself. Spots were reported as low as $8-under Class this week, but by midweek prices began to stabilize and offers moved nearer to Class. Cream multiples/prices rebounded in quick fashion following the ample availability throughout the holiday season. Class II and III manufacturing remains quiet, according to contacts, while churners have been running hard over the past three weeks. Condensed skim availability is somewhat open, but handlers say they are finding homes for skim solids, albeit with some longer-than-typical hauling routes.    

The DMN monthly average of the range price series for Upper Midwest Class II cream during December was $2.9879, compared to $3.6111 in November. The 2023 annual average was $3.3010. 

Price Range - Class III Milk; $/CWT; Spot Basis:   - 8.00 - - 1.50
Trade Activity: Moderate"
01/01/2024,01/01/2024,01/05/2024,2024,1,Cream,Class II,Midwest,1.1,1.16,Factor Pricing,,"Midwestern and Northern Plains contacts say the recently mild winter weather has created hearty milk and component output at the farm level. Adequate feedstuffs, moderate precipitation and generally comfortable weather have combined to bring on bolstered monthly reports from dairy farms, particularly regarding milkfat component levels. Winter, though, is about to make itself known. Forecasted temperatures over the coming weekend and into next week have some negative signs attached in the Dakotas, and single-digit lows in parts of the Upper Midwest and into Iowa and Kansas. Bottling orders have grown. Milk handlers note that the first week of the year is typically busier for Class I orders, while the second week tends to slump. Spot milk remains widely available, but last year's stretch of $10-under Class III spot milk prices in the Midwest is not expected to repeat itself. Spots were reported as low as $8-under Class this week, but by midweek prices began to stabilize and offers moved nearer to Class. Cream multiples/prices rebounded in quick fashion following the ample availability throughout the holiday season. Class II and III manufacturing remains quiet, according to contacts, while churners have been running hard over the past three weeks. Condensed skim availability is somewhat open, but handlers say they are finding homes for skim solids, albeit with some longer-than-typical hauling routes.    

The DMN monthly average of the range price series for Upper Midwest Class II cream during December was $2.9879, compared to $3.6111 in November. The 2023 annual average was $3.3010. 

Price Range - Class III Milk; $/CWT; Spot Basis:   - 8.00 - - 1.50
Trade Activity: Moderate"
01/08/2024,01/08/2024,01/12/2024,2024,1,Cream,Class II,Midwest,2.9931,3.205,Dollars per Pound,,"Winter weather is playing a bigger role this week in fluid milk and cream markets when it comes to production and logistics. Some areas have already faced blizzard-like weather, as Midwest and Plains states are set to face at least one winter storm since the beginning of the week. Most states in the region will have dealt with severe temperatures and wintry precipitation by the end of the weekend, though. Class I ordering, early in the week, was busier than a normal second week of the year, as bottlers are getting ahead of upcoming retail needs. Cheesemakers reported spot milk prices from $7- to $.50-under Class III. During week two of 2023, spot prices were $10- to $3-under Class. Contacts are attributing current spot milk availability to plant downtime more than milk output growth, as a number of cheese plant managers/contacts relayed down-days this week. Cream handlers say ice cream manufacturing remains sluggish. Churns, though, are running actively, with the exception of weather-related downtime. Butter makers say they are turning away cream offers, as they are currently pushing capacity. 

Price Range - Class III Milk; $/CWT; Spot Basis:   - 7.00 - - 0.50
Trade Activity: Moderate"
01/08/2024,01/08/2024,01/12/2024,2024,1,Cream,Class II,Midwest,1.13,1.21,Factor Pricing,,"Winter weather is playing a bigger role this week in fluid milk and cream markets when it comes to production and logistics. Some areas have already faced blizzard-like weather, as Midwest and Plains states are set to face at least one winter storm since the beginning of the week. Most states in the region will have dealt with severe temperatures and wintry precipitation by the end of the weekend, though. Class I ordering, early in the week, was busier than a normal second week of the year, as bottlers are getting ahead of upcoming retail needs. Cheesemakers reported spot milk prices from $7- to $.50-under Class III. During week two of 2023, spot prices were $10- to $3-under Class. Contacts are attributing current spot milk availability to plant downtime more than milk output growth, as a number of cheese plant managers/contacts relayed down-days this week. Cream handlers say ice cream manufacturing remains sluggish. Churns, though, are running actively, with the exception of weather-related downtime. Butter makers say they are turning away cream offers, as they are currently pushing capacity. 

Price Range - Class III Milk; $/CWT; Spot Basis:   - 7.00 - - 0.50
Trade Activity: Moderate"
01/15/2024,01/15/2024,01/19/2024,2024,1,Cream,Class II,Midwest,2.841,3.097,Dollars per Pound,,"Milk and cream availability for processing continue to perplex contacts in the region. After the typical holiday abundance late last year, trends were generally following their regular pattern; availability was slowly tightening up following seasonal milk output increases, as plant activity was returning to more normal weekly routines. The winter blast that began last week in parts of the region, and by the end of the weekend, had affected at least portions in every state in the Central region put a kibosh on perceived normalcy in the fluid milk and cream markets. Plant contacts in a variety of dairy manufacturing capacities reported issues due to the cold and precipitation that slammed the middle of the country last week. From trucks being stuck roadside to frozen equipment, dairy facility employees tackled myriad hardships over the past 10 days. Milk and cream handlers both have had to reroute trucks and move loads to alternate destinations. Bottlers' intakes were held up during the arctic wave, but intakes are expected to pick up posthaste to replenish some retail and food service (namely school district) pipelines. Spot milk prices for cheese processing held in the same range as last week. There were more trades reported this week than any week since before the holidays. Last year, during week three, the spot milk price range was $10- to $6-under Class III. Contacts in the region do not expect a repeat of last year's $10-under Class streak, or anything in that ballpark. That said, there are currently more questions than answers when it comes to near-term milk availability. Cream availability continues to be somewhere between abundant and copious. Class III processors are clearing more cream than expected. Butter makers say they are taking on hearty cream volumes and still turning down offers. Contacts in the southern states reported multiples as low as .50, while Midwestern cream values are holding in a similar pattern to last week between 1.00 and 1.20, for the most part. Contacts concur that ice cream manufacturing remains notably slow.  

Price Range - Class III Milk; $/CWT; Spot Basis:   - 7.00 - - .50
Trade Activity: Active"
01/15/2024,01/15/2024,01/19/2024,2024,1,Cream,Class II,Midwest,1.11,1.21,Factor Pricing,,"Milk and cream availability for processing continue to perplex contacts in the region. After the typical holiday abundance late last year, trends were generally following their regular pattern; availability was slowly tightening up following seasonal milk output increases, as plant activity was returning to more normal weekly routines. The winter blast that began last week in parts of the region, and by the end of the weekend, had affected at least portions in every state in the Central region put a kibosh on perceived normalcy in the fluid milk and cream markets. Plant contacts in a variety of dairy manufacturing capacities reported issues due to the cold and precipitation that slammed the middle of the country last week. From trucks being stuck roadside to frozen equipment, dairy facility employees tackled myriad hardships over the past 10 days. Milk and cream handlers both have had to reroute trucks and move loads to alternate destinations. Bottlers' intakes were held up during the arctic wave, but intakes are expected to pick up posthaste to replenish some retail and food service (namely school district) pipelines. Spot milk prices for cheese processing held in the same range as last week. There were more trades reported this week than any week since before the holidays. Last year, during week three, the spot milk price range was $10- to $6-under Class III. Contacts in the region do not expect a repeat of last year's $10-under Class streak, or anything in that ballpark. That said, there are currently more questions than answers when it comes to near-term milk availability. Cream availability continues to be somewhere between abundant and copious. Class III processors are clearing more cream than expected. Butter makers say they are taking on hearty cream volumes and still turning down offers. Contacts in the southern states reported multiples as low as .50, while Midwestern cream values are holding in a similar pattern to last week between 1.00 and 1.20, for the most part. Contacts concur that ice cream manufacturing remains notably slow.  

Price Range - Class III Milk; $/CWT; Spot Basis:   - 7.00 - - .50
Trade Activity: Active"
01/22/2024,01/22/2024,01/26/2024,2024,1,Cream,Class II,Midwest,2.8721,3.2055,Dollars per Pound,,"In what was a recurring theme through the latter weeks of 2023, milk and cream availability have reportedly diverged this week. Fluid milk availability is starting to show signs of a rebound from the holiday season. Cream markets, on the other hand, have held in a similar holiday-like pattern. Despite more inclement weather early in the week, namely in the south/central states where farmers and haulers contended with more icy conditions, Class I interests returning to the fray have put some upward pricing pressure on spot milk for other Class end users. Cheese processing is also more consistent across the region this week, on the whole. Spot milk prices were reported from $1-under Class to $1-over Class III. During week four of 2023, spot milk prices ranged from $10- to $4-under Class III. Cheesemakers relay milk suppliers' offers have quieted down this week. Cream availability, despite multiples moving higher in most facets, remains abundant. Clearly, Class II manufacturing sluggishness continues to put pressure on cream handling contacts to find destinations for their volumes. Routing has been a concern, due to both the weather and limited end user demand. Butter churning is busy in the region, but butter plant managers relay turning away cream load spot offers at below a 1.00 multiple in some cases. Condensed skim availability has steadied in recent weeks, according to contacts. Beyond the near term, contacts have shared concerns about tightening markets across the board. Upper Midwestern dairy farmers continue to exit the industry, as new processing plants throughout the region are set to start operations during this year. Moving further into 2024, milk and milk component availability, despite the aforementioned surplus over recent weeks, has some contacts concerned. There are expectations of stronger processing pulls, while dairy farm output questions continue to loom.          

Price Range - Class III Milk; $/CWT; Spot Basis:   - 1.00 - 1.00
Trade Activity: Moderate"
01/22/2024,01/22/2024,01/26/2024,2024,1,Cream,Class II,Midwest,1.12,1.25,Factor Pricing,,"In what was a recurring theme through the latter weeks of 2023, milk and cream availability have reportedly diverged this week. Fluid milk availability is starting to show signs of a rebound from the holiday season. Cream markets, on the other hand, have held in a similar holiday-like pattern. Despite more inclement weather early in the week, namely in the south/central states where farmers and haulers contended with more icy conditions, Class I interests returning to the fray have put some upward pricing pressure on spot milk for other Class end users. Cheese processing is also more consistent across the region this week, on the whole. Spot milk prices were reported from $1-under Class to $1-over Class III. During week four of 2023, spot milk prices ranged from $10- to $4-under Class III. Cheesemakers relay milk suppliers' offers have quieted down this week. Cream availability, despite multiples moving higher in most facets, remains abundant. Clearly, Class II manufacturing sluggishness continues to put pressure on cream handling contacts to find destinations for their volumes. Routing has been a concern, due to both the weather and limited end user demand. Butter churning is busy in the region, but butter plant managers relay turning away cream load spot offers at below a 1.00 multiple in some cases. Condensed skim availability has steadied in recent weeks, according to contacts. Beyond the near term, contacts have shared concerns about tightening markets across the board. Upper Midwestern dairy farmers continue to exit the industry, as new processing plants throughout the region are set to start operations during this year. Moving further into 2024, milk and milk component availability, despite the aforementioned surplus over recent weeks, has some contacts concerned. There are expectations of stronger processing pulls, while dairy farm output questions continue to loom.          

Price Range - Class III Milk; $/CWT; Spot Basis:   - 1.00 - 1.00
Trade Activity: Moderate"
01/29/2024,01/29/2024,02/02/2024,2024,1,Cream,Class II,Midwest,2.9378,3.1738,Dollars per Pound,,"Farm milk contacts say milkfat and protein component levels are starting to settle lower week over week. Some contacts note clear differences over the past ten-day period. Milk availability, for all uses, continues to contract, while cream volumes remain widely available. Class I intakes are steady as the schoolyear settles in following the end-of-year holiday breaks. Cheesemakers are running steady to stronger schedules in the Upper Midwest. After weeks of noted downtime for myriad reasons, the past two weeks have been a return to ""normalcy"" in the Class III processing sector. Spot milk prices were solely reported at Class III to $1-over Class, marking the first week since early December with no sub-Class prices recorded. The cream narrative remains similar to previous weeks, which is divergent from the fluid milk situation. There is no shortage of cream, and demand from ice cream manufacturing is in a lull. Class III and Class IV intakes for cream are taking some of the stress off of cream handlers, but they do not paint a bullish picture for cream markets, and a number of them expect a similar trend for the next few weeks, at least. An early spring holiday season, and some notable Saint Patrick's Day ice cream/soft serve novelty items at national chains, could begin to buoy cream markets, at least regarding Class II intakes. Now, though, the cream situation is noted as loose.  

Price Range - Class III Milk; $/CWT; Spot Basis:   0.00 - 1.00
Trade Activity: Slow"
01/29/2024,01/29/2024,02/02/2024,2024,1,Cream,Class II,Midwest,1.12,1.21,Factor Pricing,,"Farm milk contacts say milkfat and protein component levels are starting to settle lower week over week. Some contacts note clear differences over the past ten-day period. Milk availability, for all uses, continues to contract, while cream volumes remain widely available. Class I intakes are steady as the schoolyear settles in following the end-of-year holiday breaks. Cheesemakers are running steady to stronger schedules in the Upper Midwest. After weeks of noted downtime for myriad reasons, the past two weeks have been a return to ""normalcy"" in the Class III processing sector. Spot milk prices were solely reported at Class III to $1-over Class, marking the first week since early December with no sub-Class prices recorded. The cream narrative remains similar to previous weeks, which is divergent from the fluid milk situation. There is no shortage of cream, and demand from ice cream manufacturing is in a lull. Class III and Class IV intakes for cream are taking some of the stress off of cream handlers, but they do not paint a bullish picture for cream markets, and a number of them expect a similar trend for the next few weeks, at least. An early spring holiday season, and some notable Saint Patrick's Day ice cream/soft serve novelty items at national chains, could begin to buoy cream markets, at least regarding Class II intakes. Now, though, the cream situation is noted as loose.  

Price Range - Class III Milk; $/CWT; Spot Basis:   0.00 - 1.00
Trade Activity: Slow"
02/05/2024,02/05/2024,02/09/2024,2024,2,Cream,Class II,Midwest,3.1878,3.465,Dollars per Pound,,"There is a general sentiment among Central region contacts that the 2024 milk output picture will not be in line with that of 2023. The continuation/consistency of farm closures in the region, bolstered beef markets, and feed quality/availability are just some of the factors contacts point to when laying out their expectations. Contacts are curious as to what flush will look like in upcoming weeks and how the fluid milk/cream markets will respond when more processing plants are online, in the region, later this year. Currently, milk output has leveled off. Improved weather conditions, particularly in regard to cow comfort, have been beneficial for milk production conditions. That said, processors continue to say milk solids are not where they were just a month ago. Bottling pulls remain steady, but some contacts note that milk is being pulled in different directions and out of the region altogether in some cases. Cheesemakers reported no notable changes in milk availability after last week's bump higher on the reported spot milk price range. Regionally, cheesemakers are steadily active. Spot milk prices ranged from Class III to $1-over Class. Last year, during week six, the price range was $10- to $4-under Class III. Cream does remain available, though. Spots, again, were reported below market, and butter churns continue to be the primary destination for cream tankers. That said, for the first time in weeks, cream cheese processing has started to increase according to some contacts. Class II manufacturing demand for cream remains sidelined. Some have expectations that the nearing spring season will increase ice cream processors' appetites for cream, but they do not expect cream availability to tighten up until the end of February/early March. Condensed skim availability continues to slowly tighten up. Skim handlers say processing is not at capacity. They relay that if skim solids remain as tight as they are currently, prices could push higher when processing rates increase.  

The DMN monthly average of the range price series for Upper Midwest Class II cream during January was $3.0279, compared to $2.9879 in December. 

Price Range - Class III Milk; $/CWT; Spot Basis:     0.00 - 1.00
Trade Activity: Slow"
02/05/2024,02/05/2024,02/09/2024,2024,2,Cream,Class II,Midwest,1.15,1.25,Factor Pricing,,"There is a general sentiment among Central region contacts that the 2024 milk output picture will not be in line with that of 2023. The continuation/consistency of farm closures in the region, bolstered beef markets, and feed quality/availability are just some of the factors contacts point to when laying out their expectations. Contacts are curious as to what flush will look like in upcoming weeks and how the fluid milk/cream markets will respond when more processing plants are online, in the region, later this year. Currently, milk output has leveled off. Improved weather conditions, particularly in regard to cow comfort, have been beneficial for milk production conditions. That said, processors continue to say milk solids are not where they were just a month ago. Bottling pulls remain steady, but some contacts note that milk is being pulled in different directions and out of the region altogether in some cases. Cheesemakers reported no notable changes in milk availability after last week's bump higher on the reported spot milk price range. Regionally, cheesemakers are steadily active. Spot milk prices ranged from Class III to $1-over Class. Last year, during week six, the price range was $10- to $4-under Class III. Cream does remain available, though. Spots, again, were reported below market, and butter churns continue to be the primary destination for cream tankers. That said, for the first time in weeks, cream cheese processing has started to increase according to some contacts. Class II manufacturing demand for cream remains sidelined. Some have expectations that the nearing spring season will increase ice cream processors' appetites for cream, but they do not expect cream availability to tighten up until the end of February/early March. Condensed skim availability continues to slowly tighten up. Skim handlers say processing is not at capacity. They relay that if skim solids remain as tight as they are currently, prices could push higher when processing rates increase.  

The DMN monthly average of the range price series for Upper Midwest Class II cream during January was $3.0279, compared to $2.9879 in December. 

Price Range - Class III Milk; $/CWT; Spot Basis:     0.00 - 1.00
Trade Activity: Slow"
02/12/2024,02/12/2024,02/16/2024,2024,2,Cream,Class II,Midwest,3.1556,3.43,Dollars per Pound,,"Farm milk output is maintaining a steady pace, as weather is noted as seasonally consistent in most of the region. Nighttime temperatures in areas of the Northern Plains have recently dipped into the teens, but weather forecasts moving into the weekend are improving there, particularly in regard to cow comfort. Upper Midwestern weather has been somewhat mild. As has been reported, component levels have leveled off and/or decreased in the region. School districts are in steady Class I ordering mode, but spring break preparations are beginning to take place. This will create a bit of a dip in school district ordering beginning in the next few weeks. Class III spot milk demand is quiet. Cheesemakers in the upper Midwest say they are not actively seeking out spot milk, but they also report that offers have gone noticeably quiet, as well. Some milk tankers are being routed into the bordering states to the east of the Central region. Overall milk availability is much lighter than it was at this time in 2023. This week's reported spot milk price range was Class III to $1-over. Last year, during week seven, spot milk prices ranged from $10- to $2-under Class. Cream availability remains somewhat loose. Spot cream multiples continued to be reported at below market, and butter makers say they are full and not seeking out extra loads. Churning is currently and is expected to remain active, but Class II manufacturing is quieter than seasonally anticipated. 

Price Range - Class III Milk; $/CWT; Spot Basis:   0.00 - 1.00
Trade Activity: Slow"
02/12/2024,02/12/2024,02/16/2024,2024,2,Cream,Class II,Midwest,1.15,1.25,Factor Pricing,,"Farm milk output is maintaining a steady pace, as weather is noted as seasonally consistent in most of the region. Nighttime temperatures in areas of the Northern Plains have recently dipped into the teens, but weather forecasts moving into the weekend are improving there, particularly in regard to cow comfort. Upper Midwestern weather has been somewhat mild. As has been reported, component levels have leveled off and/or decreased in the region. School districts are in steady Class I ordering mode, but spring break preparations are beginning to take place. This will create a bit of a dip in school district ordering beginning in the next few weeks. Class III spot milk demand is quiet. Cheesemakers in the upper Midwest say they are not actively seeking out spot milk, but they also report that offers have gone noticeably quiet, as well. Some milk tankers are being routed into the bordering states to the east of the Central region. Overall milk availability is much lighter than it was at this time in 2023. This week's reported spot milk price range was Class III to $1-over. Last year, during week seven, spot milk prices ranged from $10- to $2-under Class. Cream availability remains somewhat loose. Spot cream multiples continued to be reported at below market, and butter makers say they are full and not seeking out extra loads. Churning is currently and is expected to remain active, but Class II manufacturing is quieter than seasonally anticipated. 

Price Range - Class III Milk; $/CWT; Spot Basis:   0.00 - 1.00
Trade Activity: Slow"
02/19/2024,02/19/2024,02/23/2024,2024,2,Cream,Class II,Midwest,3.1326,3.4595,Dollars per Pound,,"The much awaited first NASS Milk Production report of 2024 noted a 0.9 percent downtrend for milk for January when compared to January 2023 (in the 24 selected states.) Notable shifts in the Central region were states such as South Dakota, which showed a 10.8 percent gain, and Texas' milk production, which slid 3.9 percent lower. Warmer and milder winter weather in the region has kept week to week expectations somewhat steady. Contacts are raising questions about what this year's flush will bring. Most contacts expect lighter milk supplies compared to last year. Higher cull rates, closing dairy farms and reverberation from lower milk prices from last year are all catalysts for the expected downticks. Class I demand has held somewhat steady in recent weeks. Spring break preparations in the educational sector will slow down near-term bottling pulls temporarily. Cheesemakers say spot milk load offers have quieted. There were some spot milk trades below the reported range, which is $.50-under to $.50-over Class III, but they were situational. Most trading is falling at or just around Class. Last year, during week eight, spot market prices were reported from $10- to $2.50-under Class III. Condensed skim availability is unchanged. Some current and upcoming plant downtime has milk handlers expecting growths in availability in coming weeks. Cream remains in a similar status as it has throughout much of 2024. Spot loads of cream are still being reported at market. Ice cream manufacturing has yet to gain much traction. Butter makers had expectations that cream would be widely available throughout February and they were correct. Some expect somewhat open availability moving into March.

Price Range - Class III Milk; $/CWT; Spot Basis:   - .50 - .50
Trade Activity: Slow"
